STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,DAPR,MDPR,PRCP,TAVG,TMAX,TMIN,TOBS
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/11/2014,,,,0.09,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/12/2014,,,,0.11,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/13/2014,,,,0.26,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/14/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/15/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/17/2014,,,,0.18,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/18/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/20/2014,,,,0.38,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/21/2014,,,,0.15,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/24/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/25/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/26/2014,,,,0.27,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/27/2014,,,,1.14,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/28/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/29/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,6/30/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,7/1/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,7/2/2014,,,,0,,,,
US1VAPT0010,"CHATHAM 5.9 SW, VA US",36.751176,-79.463467,247.8,7/3/2014,,,,0,,,,
